Date,year,MonthName,MonthNo,Day,DayName,DayNo
2019-08-14 00:00:00,2019,August,8,14,Wednesday,4
2019-08-21 00:00:00,2019,August,8,21,Wednesday,4
2019-08-28 00:00:00,2019,August,8,28,Wednesday,4
2017-12-06 00:00:00,2017,December,12,6,Wednesday,4
2017-12-13 00:00:00,2017,December,12,13,Wednesday,4
2017-12-20 00:00:00,2017,December,12,20,Wednesday,4
2017-12-27 00:00:00,2017,December,12,27,Wednesday,4
2018-12-05 00:00:00,2018,December,12,5,Wednesday,4
2018-12-12 00:00:00,2018,December,12,12,Wednesday,4
2018-12-19 00:00:00,2018,December,12,19,Wednesday,4
2018-12-26 00:00:00,2018,December,12,26,Wednesday,4
2019-12-04 00:00:00,2019,December,12,4,Wednesday,4
2019-12-11 00:00:00,2019,December,12,11,Wednesday,4
2019-12-18 00:00:00,2019,December,12,18,Wednesday,4
2019-12-25 00:00:00,2019,December,12,25,Wednesday,4
2017-02-01 00:00:00,2017,February,2,1,Wednesday,4
2017-02-08 00:00:00,2017,February,2,8,Wednesday,4
2017-02-15 00:00:00,2017,February,2,15,Wednesday,4
2017-02-22 00:00:00,2017,February,2,22,Wednesday,4
2018-02-07 00:00:00,2018,February,2,7,Wednesday,4
2018-02-14 00:00:00,2018,February,2,14,Wednesday,4
2018-02-21 00:00:00,2018,February,2,21,Wednesday,4
2018-02-28 00:00:00,2018,February,2,28,Wednesday,4
2019-02-06 00:00:00,2019,February,2,6,Wednesday,4
2019-02-13 00:00:00,2019,February,2,13,Wednesday,4
2019-02-20 00:00:00,2019,February,2,20,Wednesday,4
2019-02-27 00:00:00,2019,February,2,27,Wednesday,4
2017-01-04 00:00:00,2017,January,1,4,Wednesday,4
2017-01-11 00:00:00,2017,January,1,11,Wednesday,4
2017-01-18 00:00:00,2017,January,1,18,Wednesday,4
2017-01-25 00:00:00,2017,January,1,25,Wednesday,4
2018-01-03 00:00:00,2018,January,1,3,Wednesday,4
2018-01-10 00:00:00,2018,January,1,10,Wednesday,4
2018-01-17 00:00:00,2018,January,1,17,Wednesday,4
2018-01-24 00:00:00,2018,January,1,24,Wednesday,4
2018-01-31 00:00:00,2018,January,1,31,Wednesday,4
2019-01-02 00:00:00,2019,January,1,2,Wednesday,4
2019-01-09 00:00:00,2019,January,1,9,Wednesday,4
2019-01-16 00:00:00,2019,January,1,16,Wednesday,4
2019-01-23 00:00:00,2019,January,1,23,Wednesday,4
2019-01-30 00:00:00,2019,January,1,30,Wednesday,4
2017-07-05 00:00:00,2017,July,7,5,Wednesday,4
2017-07-12 00:00:00,2017,July,7,12,Wednesday,4
2017-07-19 00:00:00,2017,July,7,19,Wednesday,4
2017-07-26 00:00:00,2017,July,7,26,Wednesday,4
2018-07-04 00:00:00,2018,July,7,4,Wednesday,4
2018-07-11 00:00:00,2018,July,7,11,Wednesday,4
2018-07-18 00:00:00,2018,July,7,18,Wednesday,4
2018-07-25 00:00:00,2018,July,7,25,Wednesday,4
2019-07-03 00:00:00,2019,July,7,3,Wednesday,4
2019-07-10 00:00:00,2019,July,7,10,Wednesday,4
2019-07-17 00:00:00,2019,July,7,17,Wednesday,4
2019-07-24 00:00:00,2019,July,7,24,Wednesday,4
2019-07-31 00:00:00,2019,July,7,31,Wednesday,4
2017-06-07 00:00:00,2017,June,6,7,Wednesday,4
2017-06-14 00:00:00,2017,June,6,14,Wednesday,4
2017-06-21 00:00:00,2017,June,6,21,Wednesday,4
2017-06-28 00:00:00,2017,June,6,28,Wednesday,4
2018-06-06 00:00:00,2018,June,6,6,Wednesday,4
2018-06-13 00:00:00,2018,June,6,13,Wednesday,4
2018-06-20 00:00:00,2018,June,6,20,Wednesday,4
2018-06-27 00:00:00,2018,June,6,27,Wednesday,4
2019-06-05 00:00:00,2019,June,6,5,Wednesday,4
2019-06-12 00:00:00,2019,June,6,12,Wednesday,4
2019-06-19 00:00:00,2019,June,6,19,Wednesday,4
2019-06-26 00:00:00,2019,June,6,26,Wednesday,4
2017-03-01 00:00:00,2017,March,3,1,Wednesday,4
2017-03-08 00:00:00,2017,March,3,8,Wednesday,4
2017-03-15 00:00:00,2017,March,3,15,Wednesday,4
2017-03-22 00:00:00,2017,March,3,22,Wednesday,4
2017-03-29 00:00:00,2017,March,3,29,Wednesday,4
2018-03-07 00:00:00,2018,March,3,7,Wednesday,4
2018-03-14 00:00:00,2018,March,3,14,Wednesday,4
2018-03-21 00:00:00,2018,March,3,21,Wednesday,4
2018-03-28 00:00:00,2018,March,3,28,Wednesday,4
2019-03-06 00:00:00,2019,March,3,6,Wednesday,4
2019-03-13 00:00:00,2019,March,3,13,Wednesday,4
2019-03-20 00:00:00,2019,March,3,20,Wednesday,4
2019-03-27 00:00:00,2019,March,3,27,Wednesday,4
2017-05-03 00:00:00,2017,May,5,3,Wednesday,4
2017-05-10 00:00:00,2017,May,5,10,Wednesday,4
2017-05-17 00:00:00,2017,May,5,17,Wednesday,4
2017-05-24 00:00:00,2017,May,5,24,Wednesday,4
2017-05-31 00:00:00,2017,May,5,31,Wednesday,4
2018-05-02 00:00:00,2018,May,5,2,Wednesday,4
2018-05-09 00:00:00,2018,May,5,9,Wednesday,4
2018-05-16 00:00:00,2018,May,5,16,Wednesday,4
2018-05-23 00:00:00,2018,May,5,23,Wednesday,4
2018-05-30 00:00:00,2018,May,5,30,Wednesday,4
2019-05-01 00:00:00,2019,May,5,1,Wednesday,4
2019-05-08 00:00:00,2019,May,5,8,Wednesday,4
2019-05-15 00:00:00,2019,May,5,15,Wednesday,4
2019-05-22 00:00:00,2019,May,5,22,Wednesday,4
2019-05-29 00:00:00,2019,May,5,29,Wednesday,4
2017-11-01 00:00:00,2017,November,11,1,Wednesday,4
2017-11-08 00:00:00,2017,November,11,8,Wednesday,4
2017-11-15 00:00:00,2017,November,11,15,Wednesday,4
2017-11-22 00:00:00,2017,November,11,22,Wednesday,4
2017-11-29 00:00:00,2017,November,11,29,Wednesday,4
2018-11-07 00:00:00,2018,November,11,7,Wednesday,4
2018-11-14 00:00:00,2018,November,11,14,Wednesday,4
2018-11-21 00:00:00,2018,November,11,21,Wednesday,4
2018-11-28 00:00:00,2018,November,11,28,Wednesday,4
2019-11-06 00:00:00,2019,November,11,6,Wednesday,4
2019-11-13 00:00:00,2019,November,11,13,Wednesday,4
2019-11-20 00:00:00,2019,November,11,20,Wednesday,4
2019-11-27 00:00:00,2019,November,11,27,Wednesday,4
2017-10-04 00:00:00,2017,October,10,4,Wednesday,4
2017-10-11 00:00:00,2017,October,10,11,Wednesday,4
2017-10-18 00:00:00,2017,October,10,18,Wednesday,4
2017-10-25 00:00:00,2017,October,10,25,Wednesday,4
2018-10-03 00:00:00,2018,October,10,3,Wednesday,4
2018-10-10 00:00:00,2018,October,10,10,Wednesday,4
2018-10-17 00:00:00,2018,October,10,17,Wednesday,4
2018-10-24 00:00:00,2018,October,10,24,Wednesday,4
2018-10-31 00:00:00,2018,October,10,31,Wednesday,4
2019-10-02 00:00:00,2019,October,10,2,Wednesday,4
2019-10-09 00:00:00,2019,October,10,9,Wednesday,4
2019-10-16 00:00:00,2019,October,10,16,Wednesday,4
2019-10-23 00:00:00,2019,October,10,23,Wednesday,4
2019-10-30 00:00:00,2019,October,10,30,Wednesday,4
2017-09-06 00:00:00,2017,September,9,6,Wednesday,4
2017-09-13 00:00:00,2017,September,9,13,Wednesday,4
2017-09-20 00:00:00,2017,September,9,20,Wednesday,4
2017-09-27 00:00:00,2017,September,9,27,Wednesday,4
2018-09-05 00:00:00,2018,September,9,5,Wednesday,4
2018-09-12 00:00:00,2018,September,9,12,Wednesday,4
2018-09-19 00:00:00,2018,September,9,19,Wednesday,4
2018-09-26 00:00:00,2018,September,9,26,Wednesday,4
2019-09-04 00:00:00,2019,September,9,4,Wednesday,4
2019-09-11 00:00:00,2019,September,9,11,Wednesday,4
2019-09-18 00:00:00,2019,September,9,18,Wednesday,4
2019-09-25 00:00:00,2019,September,9,25,Wednesday,4
